ID,date (DD/MM/YYYY),eventDate,"latitude (decimal degrees, YY.YYYYY)","longitude (decimal degrees, XX.XXXXX)",alt (m),site type,site name,species,development,male,female,juv,counts,method,notes,data owner 1,data owner 2,data owner 3,refference
BG:BATDATA:129,2012-02-06T00:00:00Z,2012-02-06,43.89073,22.52574,274,building,Abandoned building at the mill,Rhinolophus ferrumequinum,,,,,1,roost observation,,Stoyan Goranov,Violeta Zhelyazkova,,
BG:BATDATA:130,2012-07-08T00:00:00Z,2012-07-08,41.41749,23.54684,639,building,Abandoned building below Izvora hut,Rhinolophus ferrumequinum,,,,,1,roost observation,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:131,2012-07-08T00:00:00Z,2012-07-08,41.41749,23.54684,639,building,Abandoned building below the Spring hut,Rhinolophus hipposideros,,,,,14,roost observation,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:132,1996-07-15T00:00:00Z,1996-07-15,42.335825,27.728317,0,building,"Abandoned building Flag of Peace, Arcutino",Myotis myotis,,0,,,1,roost observation,,,,,
BG:BATDATA:133,2012-04-10T00:00:00Z,2012-04-10,41.73724,23.90006,1309,building,Abandoned building from former pioneer camp,Plecotus auritus,,1,,,1,capturing,,Slaveya Stoicheva,Nia Toshkova,Apostol Karaganchev,
BG:BATDATA:134,2011-09-18T00:00:00Z,2011-09-18,41.79398,24.86249,760,building,"Abandoned building from the mine ""Khan Asparuh""",Rhinolophus ferrumequinum,,1,,,1,capturing,,Slaveya Stoicheva,Tanyo Tanev,,
BG:BATDATA:135,2011-09-18T00:00:00Z,2011-09-18,41.79398,24.86249,760,building,"Abandoned building from the mine ""Khan Asparuh""",Miniopterus schreibersii,,1,,,1,capturing,,Slaveya Stoicheva,Tanyo Tanev,,
BG:BATDATA:136,2011-09-18T00:00:00Z,2011-09-18,41.79398,24.86249,760,building,"Abandoned building from the mine ""Khan Asparuh""",Hypsugo savii,,1,,,1,capturing,,Slaveya Stoicheva,Tanyo Tanev,,
BG:BATDATA:137,2011-09-18T00:00:00Z,2011-09-18,41.79398,24.86249,760,building,"Abandoned building from the mine ""Khan Asparuh""",Pipistrellus pipistrellus,,,1,,1,capturing,,Slaveya Stoicheva,Tanyo Tanev,,
BG:BATDATA:138,2011-09-18T00:00:00Z,2011-09-18,41.79398,24.86249,760,building,"Abandoned building from the mine ""Khan Asparuh""",Hypsugo savii,,,1,,1,capturing,,Slaveya Stoicheva,Tanyo Tanev,,
BG:BATDATA:139,2011-09-18T00:00:00Z,2011-09-18,41.79398,24.86249,760,building,"Abandoned building from the mine ""Khan Asparuh""",Pipistrellus pipistrellus,,,,,1,capturing,,Slaveya Stoicheva,Tanyo Tanev,,
BG:BATDATA:140,2011-09-18T00:00:00Z,2011-09-18,41.79398,24.86249,760,building,"Abandoned building from the mine ""Khan Asparuh""",Myotis sp.,,,,,2,capturing,,Slaveya Stoicheva,Tanyo Tanev,,
BG:BATDATA:141,2012-07-30T00:00:00Z,2012-07-30,41.86671,23.33864,1334,building,Abandoned building in Kulinoto area,Eptesicus serotinus,,1,,,1,capturing,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:142,2012-07-30T00:00:00Z,2012-07-30,41.86671,23.33864,1334,building,Abandoned building in Kulinoto area,Myotis brandtii,,1,,,1,capturing,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:143,2012-07-30T00:00:00Z,2012-07-30,41.86671,23.33864,1334,building,Abandoned building in Kulinoto area,Rhinolophus ferrumequinum,,,,,0,roost observation,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:144,2012-04-10T00:00:00Z,2012-04-10,41.7187,23.87891,1215,building,Abandoned building in m. Chifte Chark,Plecotus auritus,,1,,,1,capturing,,Slaveya Stoicheva,,,
BG:BATDATA:145,2012-10-09T00:00:00Z,2012-10-09,41.84676,24.27007,1614,building,Abandoned building in m. Kyoshka,Vespertilio murinus,,1,,,1,capturing,,Slaveya Stoicheva,Stanimira Deleva,Apostol Karaganchev,
BG:BATDATA:146,2012-10-09T00:00:00Z,2012-10-09,41.84676,24.27007,1614,building,Abandoned building in m. Kyoshka,Hypsugo savii,,1,,,1,capturing,,Slaveya Stoicheva,Stanimira Deleva,Apostol Karaganchev,
BG:BATDATA:147,2012-10-09T00:00:00Z,2012-10-09,41.84676,24.27007,1614,building,Abandoned building in m. Kyoshka,Vespertilio murinus,,1,,,1,capturing,,Slaveya Stoicheva,Stanimira Deleva,Apostol Karaganchev,
BG:BATDATA:148,2012-10-09T00:00:00Z,2012-10-09,41.84676,24.27007,1614,building,Abandoned building in m. Kyoshka,Vespertilio murinus,,1,,,1,capturing,,Slaveya Stoicheva,Stanimira Deleva,Apostol Karaganchev,
BG:BATDATA:149,2012-10-09T00:00:00Z,2012-10-09,41.84676,24.27007,1614,building,Abandoned building in m. Kyoshka,Vespertilio murinus,,3,,,3,capturing,,Slaveya Stoicheva,Stanimira Deleva,Apostol Karaganchev,
BG:BATDATA:150,2012-10-09T00:00:00Z,2012-10-09,41.84676,24.27007,1614,building,Abandoned building in m. Kyoshka,Plecotus auritus,,,1,,1,capturing,,Slaveya Stoicheva,Stanimira Deleva,Apostol Karaganchev,
BG:BATDATA:151,2012-08-08T00:00:00Z,2012-08-08,41.66606,23.39995,1505,building,Abandoned building in m. Turicka cerkva,Rhinolophus hipposideros,,,,,1,roost observation,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:152,2012-08-08T00:00:00Z,2012-08-08,41.66606,23.39995,1505,building,Abandoned building in m. Turicka Church,Plecotus auritus,,,,,3,roost observation,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:153,2001-10-06T00:00:00Z,2001-10-06,43.63389,24.85324,50,building,Abandoned building in Muselievo,Plecotus austriacus,,2,3,,35,roost observation,,,,,
BG:BATDATA:154,2011-08-08T00:00:00Z,2011-08-08,42.04242,23.36421,1455,building,Abandoned building in Parangalitsa reserve,Myotis mystacinus,,1,,,1,capturing,,Antonia Hubancheva,Svilen Delchev,Blagovesta Pavlova,
BG:BATDATA:155,2011-08-08T00:00:00Z,2011-08-08,42.04242,23.36421,1455,building,Abandoned building in Parangalitsa reserve,Hypsugo savii,,,,,1,capturing,,Antonia Hubancheva,Svilen Delchev,Blagovesta Pavlova,
BG:BATDATA:156,2003-05-05T00:00:00Z,2003-05-05,41.63381,25.85986,198,building,Abandoned building in the town of Ponora Madzharovo,Pipistrellus pipistrellus,,1,,,1,found dead,,,,,
BG:BATDATA:157,2012-01-10T00:00:00Z,2012-01-10,43.26279,23.04956,439,building,Abandoned building in the village Chereshovitsa,Rhinolophus hipposideros,,,,,1,roost observation,,Rumyana Metcheva,Yordan Yankov,,
BG:BATDATA:158,2012-01-10T00:00:00Z,2012-01-10,43.26279,23.04956,439,building,Abandoned building in the village of Chereshovitsa,Rhinolophus hipposideros,,,1,,1,capturing,,Rumyana Metcheva,Yordan Yankov,,
BG:BATDATA:159,2012-01-10T00:00:00Z,2012-01-10,43.26279,23.04956,439,building,Abandoned building in the village of Chereshovitsa,Rhinolophus hipposideros,,,1,,1,capturing,,Rumyana Metcheva,Yordan Yankov,,
BG:BATDATA:160,2012-01-10T00:00:00Z,2012-01-10,43.26279,23.04956,439,building,Abandoned building in the village of. Chereshovitsa,Rhinolophus hipposideros,,,,,2,roost observation,,Rumyana Metcheva,Yordan Yankov,,
BG:BATDATA:161,2012-05-25T00:00:00Z,2012-05-25,42.73784,24.56812,597,building,Abandoned building in the warehouse of the Sopot Steel Works,Rhinolophus hipposideros,,1,,,3,roost observation,,Boyan Petrov,Vladimir Karadakov,Yana Krusteva,
BG:BATDATA:162,2012-05-25T00:00:00Z,2012-05-25,42.73784,24.56812,597,building,Abandoned building in the warehouse of the Sopot Steel Works,Rhinolophus ferrumequinum,,,,,1,roost observation,,Boyan Petrov,Vladimir Karadakov,Yana Krusteva,
BG:BATDATA:163,2012-02-10T00:00:00Z,2012-02-10,43.28609,23.07197,354,building,Abandoned building Kotenovtsi,Rhinolophus hipposideros,,,,,2,roost observation,,Rumyana Metcheva,Yordan Yankov,,
BG:BATDATA:164,2012-02-10T00:00:00Z,2012-02-10,43.28609,23.07197,354,building,Abandoned building Kotenovtsi,Myotis myotis/blythii,,,,,1,roost observation,,Rumyana Metcheva,Yordan Yankov,,
BG:BATDATA:165,2012-05-18T00:00:00Z,2012-05-18,43.3087,23.5535,268,building,Abandoned building near Ponora cave,Rhinolophus ferrumequinum,,,,,0,roost observation,,Boyan Petrov,Vladimir Karadakov,,
BG:BATDATA:166,2012-05-20T00:00:00Z,2012-05-20,43.28527,23.34273,232,building,Abandoned building near the mini power station,Rhinolophus hipposideros,,,,,45,roost observation,,Boyan Petrov,Nia Toshkova,Blagovesta Pavlova,
BG:BATDATA:167,2012-08-17T00:00:00Z,2012-08-17,42.84174,27.0335,164,building,Abandoned building near the railway line,Rhinolophus ferrumequinum,,,,,2,roost observation,,Boyan Petrov,Vladimir Karadakov,,
BG:BATDATA:168,2012-04-21T22:00:00Z,2012-04-22,42.74679,25.52847,971,building,Abandoned building next to Izvora hut,Rhinolophus hipposideros,,,,,1,roost observation,,Elena Stoeva,,Alexander Mechev,
BG:BATDATA:169,2011-09-21T00:00:00Z,2011-09-21,41.79499,24.86214,775,building,Abandoned building next to mine,Rhinolophus ferrumequinum,,1,,,1,capturing,,Slaveya Stoicheva,Stanimira Deleva,,
BG:BATDATA:170,2011-09-21T00:00:00Z,2011-09-21,41.79499,24.86214,775,building,Abandoned building next to mine,Pipistrellus pipistrellus,,1,,,1,capturing,,Slaveya Stoicheva,Stanimira Deleva,,
BG:BATDATA:171,2011-09-21T00:00:00Z,2011-09-21,41.79499,24.86214,775,building,Abandoned building next to mine,Eptesicus serotinus,,,1,,1,capturing,,Slaveya Stoicheva,Stanimira Deleva,,
BG:BATDATA:172,2011-09-21T00:00:00Z,2011-09-21,41.79499,24.86214,775,building,Abandoned building next to mine,Rhinolophus hipposideros,,,,,2,roost observation,,Slaveya Stoicheva,Stanimira Deleva,,
BG:BATDATA:173,2012-02-10T00:00:00Z,2012-02-10,43.26348,23.02051,542,building,Abandoned building next to r. Balinska,Rhinolophus hipposideros,,,,,6,roost observation,,Rumyana Metcheva,Yordan Yankov,,
BG:BATDATA:174,2011-09-21T00:00:00Z,2011-09-21,42.26062,27.60184,77,building,Abandoned building next to sewage treatment plant,Rhinolophus ferrumequinum,,,,,2,roost observation,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:175,2012-05-25T00:00:00Z,2012-05-25,42.72865,24.59594,557,building,Abandoned building of forestry,Rhinolophus ferrumequinum,,1,,,1,roost observation,,Boyan Petrov,Vladimir Karadakov,Yana Krusteva,
BG:BATDATA:176,2011-12-09T00:00:00Z,2011-12-09,41.46272,23.26138,110,building,Abandoned building of the former Ornitto station of the Inn,Rhinolophus ferrumequinum,,,,,2,roost observation,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:177,2011-08-26T00:00:00Z,2011-08-26,43.66153,25.05437,38,building,Abandoned building of the MIA station,Rhinolophus ferrumequinum,,,,,50,roost observation,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:178,2011-08-21T22:00:00Z,2011-08-22,43.70668,24.998,30,building,Abandoned building on a dirt road,Pipistrellus nathusii,,3,,,3,capturing,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:179,2011-09-20T00:00:00Z,2011-09-20,42.07297,27.88199,25,building,Abandoned building on a dirt road parallel to the river Vel,Rhinolophus ferrumequinum,,1,,,1,capturing,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:180,2011-09-20T00:00:00Z,2011-09-20,42.07297,27.88199,25,building,Abandoned building on a dirt road parallel to the river Vel,Rhinolophus blasii,,2,,,2,capturing,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:181,2011-09-20T00:00:00Z,2011-09-20,42.07297,27.88199,25,building,Abandoned building on a dirt road parallel to the river Vel,Barbastella barbastellus,,2,1,,3,capturing,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:182,2011-09-20T00:00:00Z,2011-09-20,42.07297,27.88199,25,building,Abandoned building on a dirt road parallel to the river Vel,Plecotus austriacus,,2,1,,3,capturing,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:183,2011-09-20T00:00:00Z,2011-09-20,42.07297,27.88199,25,building,Abandoned building on a dirt road parallel to the river Vel,Miniopterus schreibersii,,,2,,2,capturing,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:184,2011-09-20T00:00:00Z,2011-09-20,42.07297,27.88199,25,building,Abandoned building on a dirt road parallel to the river Vel,Myotis nattereri,,,1,,1,capturing,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:185,2011-09-20T00:00:00Z,2011-09-20,42.07297,27.88199,25,building,Abandoned building on a dirt road parallel to the river Vel,Pipistrellus pipistrellus,,,1,,1,capturing,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:186,2011-08-21T22:00:00Z,2011-08-22,43.70668,24.998,30,building,Abandoned building on dirt road,Rhinolophus ferrumequinum,,,,3,8,roost observation,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:187,2012-05-07T00:00:00Z,2012-05-07,42.82661,24.56158,696,building,Abandoned building-niche,Rhinolophus hipposideros,,,,,1,roost observation,,Krasimir Kirov,,Tsvetozar Yordanov,
BG:BATDATA:188,2012-09-19T00:00:00Z,2012-09-19,41.70264,23.30873,1387,building,Abandoned buildings above the hut Mura,Rhinolophus ferrumequinum,,,,,1,roost observation,,Boyan Petrov,Nia Toshkova,Sava Karov,
BG:BATDATA:189,2012-10-09T00:00:00Z,2012-10-09,41.58643,23.20223,330,building,Abandoned buildings above the village of Wolf,Rhinolophus ferrumequinum,,,,,3,roost observation,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:190,2012-08-17T00:00:00Z,2012-08-17,42.86591,27.02111,229,building,Abandoned buildings at the town hall,Plecotus austriacus,,,2,,3,roost observation,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:191,2012-07-14T00:00:00Z,2012-07-14,42.48262,24.58211,349,building,Abandoned buildings from the farm yard,Rhinolophus ferrumequinum,,,,,20,roost observation,,Slaveya Stoicheva,,,
BG:BATDATA:192,2011-08-15T00:00:00Z,2011-08-15,41.90544,24.61234,1391,building,Abandoned buildings next to a marble quarry,Rhinolophus hipposideros,,,,,1,roost observation,,Slaveya Stoicheva,Antonia Hubancheva,,
BG:BATDATA:193,2011-08-15T00:00:00Z,2011-08-15,41.90544,24.61234,1391,building,Abandoned buildings next to a marble quarry,Hypsugo savii,,3,1,,4,capturing,,Slaveya Stoicheva,Antonia Hubancheva,,
BG:BATDATA:194,2011-08-15T00:00:00Z,2011-08-15,41.90544,24.61234,1391,building,Abandoned buildings next to a marble quarry,Rhinolophus hipposideros,,,,,1,roost observation,,Slaveya Stoicheva,Antonia Hubancheva,,
BG:BATDATA:195,2012-04-19T00:00:00Z,2012-04-19,43.0973,23.60959,260,building,Abandoned buildings of the Sofia Seminary,Rhinolophus hipposideros,,,,,5,roost observation,,Boyan Petrov,Nia Toshkova,Yana Krusteva,
BG:BATDATA:196,2012-10-09T00:00:00Z,2012-10-09,41.58475,23.20486,316,building,Abandoned buildings serving the Slavyanka mine,Rhinolophus ferrumequinum,,,,,15,roost observation,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:197,2012-06-14T00:00:00Z,2012-06-14,41.7273,25.22491,344,building,Abandoned buildings to the dam. Kardzhali,Myotis bechsteinii,,,11,,11,capturing,,Slaveya Stoicheva,Stanimira Deleva,Anelia Pavlova,
BG:BATDATA:198,2012-06-14T00:00:00Z,2012-06-14,41.7273,25.22491,344,building,Abandoned buildings to the lake. Kardzhali,Myotis cf mystacinus,,1,,,1,capturing,,Slaveya Stoicheva,Stanimira Deleva,Anelia Pavlova,
BG:BATDATA:199,2015-06-13T00:00:00Z,2015-06-13,41.62006,23.17959,644,other,Abandoned captation on the road above Ognyanovo,Rhinolophus ferrumequinum,,,,,382,roost observation,,Boyan Petrov,Stoyan Goranov,Slaveya Stoycheva,
BG:BATDATA:200,2015-06-13T00:00:00Z,2015-06-13,41.62006,23.17959,644,other,Abandoned captation on the road above Ognyanovo,Myotis emarginatus,,,,,143,roost observation,,Boyan Petrov,Stoyan Goranov,Slaveya Stoycheva,
BG:BATDATA:201,2012-05-07T00:00:00Z,2012-05-07,42.14536,23.36009,1274,building,"Abandoned church ""St. St. Luke""",Rhinolophus hipposideros,,,,,1,roost observation,,Antonia Hubancheva,Nia Toshkova,Heliana Dundarova,
BG:BATDATA:202,2012-08-18T00:00:00Z,2012-08-18,42.88374,26.92974,291,building,Abandoned complex of buildings below Rishki Pass,Rhinolophus hipposideros,,,,,4,roost observation,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:203,2012-08-18T00:00:00Z,2012-08-18,42.88374,26.92974,291,building,Abandoned complex of buildings below Rishki Pass,Rhinolophus ferrumequinum,,,,,2,roost observation,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:204,2012-07-24T00:00:00Z,2012-07-24,42.44835,24.04884,720,building,Abandoned cottages,Rhinolophus ferrumequinum,,,,,1,roost observation,,Slaveya Stoicheva,,,
BG:BATDATA:205,2011-01-08T00:00:00Z,2011-01-08,43.05744,26.82654,222,building,Abandoned cow barn,Rhinolophus hipposideros,,,10,10,28,roost observation,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:206,2012-06-15T00:00:00Z,2012-06-15,43.70045,24.97642,25,building,Abandoned cowshed near the village of Dragash Voevoda,Rhinolophus ferrumequinum,,,1,,1,capturing,,Stoyan Goranov,Teodor Kisimov,Krasen Zhekov,
BG:BATDATA:207,2012-07-10T00:00:00Z,2012-07-10,41.98927,23.96483,825,building,Abandoned farm building,Rhinolophus hipposideros,,,,,10,roost observation,,Slaveya Stoicheva,Nia Toshkova,Apostol Karaganchev,
BG:BATDATA:208,2012-08-07T00:00:00Z,2012-08-07,41.46556,23.71779,664,building,Abandoned farmyard,Rhinolophus ferrumequinum,,,,,2,roost observation,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:209,2011-09-15T00:00:00Z,2011-09-15,41.58636,23.55756,1027,building,Abandoned foresters' canton,Rhinolophus hipposideros,,,,,1,roost observation,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:210,1998-12-04T00:00:00Z,1998-12-04,41.80207,26.00659,0,mine,Abandoned gallery,Myotis capaccinii,,0,,,1,roost observation,,,,,
BG:BATDATA:211,1998-12-04T00:00:00Z,1998-12-04,41.80207,26.00659,0,mine,Abandoned gallery,Rhinolophus ferrumequinum,,0,,,6,roost observation,,,,,
BG:BATDATA:212,1998-12-04T00:00:00Z,1998-12-04,41.80207,26.00659,0,mine,Abandoned gallery,Rhinolophus hipposideros,,0,,,1,roost observation,,,,,
BG:BATDATA:213,2012-09-17T00:00:00Z,2012-09-17,43.18716,26.22583,441,building,Abandoned health service,Rhinolophus ferrumequinum,,,,,1,roost observation,,Krasimir Kirov,,,
BG:BATDATA:214,2012-06-07T00:00:00Z,2012-06-07,41.55495,23.63117,1478,building,Abandoned hotel,Rhinolophus hipposideros,,,,,1,roost observation,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:215,2012-06-07T00:00:00Z,2012-06-07,41.55495,23.63117,1478,building,Abandoned Hotel,Plecotus austriacus,,,1,,1,capturing,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:216,2012-05-07T00:00:00Z,2012-05-07,42.8128,24.55151,846,building,Abandoned hotel and bungalow buildings,Rhinolophus hipposideros,,,,,1,roost observation,,Krasimir Kirov,,Tsvetozar Yordanov,
BG:BATDATA:217,2012-09-16T00:00:00Z,2012-09-16,43.01892,25.52912,197,building,Abandoned hotel and old house,Rhinolophus ferrumequinum,,,,,23,roost observation,,Krasimir Kirov,,,
BG:BATDATA:218,2012-09-16T00:00:00Z,2012-09-16,43.01892,25.52912,197,building,Abandoned hotel and old house,Rhinolophus hipposideros,,,,,1,roost observation,,Krasimir Kirov,,,
BG:BATDATA:219,2011-08-14T00:00:00Z,2011-08-14,41.84697,23.38726,1135,building,Abandoned hotel at the crossroads for Yavorov hut,Rhinolophus ferrumequinum,,,,,1,roost observation,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:220,2011-08-14T00:00:00Z,2011-08-14,41.84697,23.38726,1135,building,Abandoned hotel at the crossroads for Yavorov hut,Rhinolophus hipposideros,,,,,2,roost observation,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:221,2011-08-14T00:00:00Z,2011-08-14,41.84697,23.38726,1135,building,Abandoned hotel at the crossroads to Yavorov hut,Myotis emarginatus,,1,,,1,roost observation,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:222,2011-07-26T00:00:00Z,2011-07-26,41.71181,23.28773,1094,building,"Abandoned hotel at the villa zone ""Varbite""",Rhinolophus hipposideros,,,,,2,roost observation,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:223,2011-07-26T00:00:00Z,2011-07-26,41.71181,23.28773,1094,building,"Abandoned hotel at the villa zone ""Varbite""",Rhinolophus ferrumequinum,,,,,1,roost observation,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:224,2011-07-26T00:00:00Z,2011-07-26,41.71181,23.28773,1094,building,"Abandoned hotel at the villa zone ""Varbite""",Hypsugo savii,,,,,1,roost observation,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:225,2011-09-18T00:00:00Z,2011-09-18,42.57263,24.4601,1327,building,Abandoned Hotel Barricades,Rhinolophus ferrumequinum,,,,,1,roost observation,,Rumyana Metcheva,Yordan Yankov,Michaela Nedyalkova,
BG:BATDATA:226,2011-06-09T00:00:00Z,2011-06-09,41.84418,24.11733,1510,building,Abandoned hotel Elite,Plecotus auritus,,,1,,1,capturing,,Slaveya Stoicheva,Stanimira Deleva,Anelia Pavlova,
BG:BATDATA:227,2011-06-09T00:00:00Z,2011-06-09,41.84418,24.11733,1510,building,Abandoned hotel Elite,Vespertilio murinus,,2,,,2,capturing,,Slaveya Stoicheva,Stanimira Deleva,Anelia Pavlova,
BG:BATDATA:228,2011-06-09T00:00:00Z,2011-06-09,41.84418,24.11733,1510,building,Abandoned hotel Elite,Plecotus auritus,,,1,,1,capturing,,Slaveya Stoicheva,Stanimira Deleva,Anelia Pavlova,
BG:BATDATA:229,2011-06-09T00:00:00Z,2011-06-09,41.84418,24.11733,1510,building,Abandoned hotel Elite,Plecotus auritus,,,1,,1,capturing,,Slaveya Stoicheva,Stanimira Deleva,Anelia Pavlova,
BG:BATDATA:230,2011-06-09T00:00:00Z,2011-06-09,41.84418,24.11733,1510,building,Abandoned Hotel Elite,Plecotus auritus,,1,,,1,capturing,,Slaveya Stoicheva,Stanimira Deleva,Anelia Pavlova,
BG:BATDATA:231,2011-06-09T00:00:00Z,2011-06-09,41.84418,24.11733,1510,building,Abandoned Hotel Elite,Plecotus auritus,,1,,,1,capturing,,Slaveya Stoicheva,Stanimira Deleva,Anelia Pavlova,
BG:BATDATA:232,2011-06-09T00:00:00Z,2011-06-09,41.84418,24.11733,1510,building,Abandoned Hotel Elite,Plecotus auritus,,,1,,1,capturing,,Slaveya Stoicheva,Stanimira Deleva,Anelia Pavlova,
